State,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico,Foreign Country,year
New Jersey,152106,169,610,898,175,"7,968","1,099","5,324","1,543",662,"9,038","3,094",353,321,"2,517",884,22,"1,250",312,297,254,"4,817","2,599","1,676",894,78,761,54,364,237,115,N/A,0,"57,235","3,151",171,"1,828",327,809,"22,129",597,"1,288",0,715,"6,591",269,274,"5,750","1,135",329,"1,013",110,"4,195",74971,2017
New Mexico,57255,770,"1,470","7,129",258,"6,897","3,578",0,0,138,"1,029",413,509,608,"1,297","1,177",484,134,194,884,0,935,349,495,307,421,611,982,261,"1,008",77,196,N/A,886,261,215,579,630,544,412,291,730,100,431,"16,356",411,0,"1,694",563,0,274,267,131,10457,2017
New York,285252,"1,849","1,049","3,826","1,209","24,982","3,104","17,340","1,203","4,401","28,145","11,328","1,740","1,088","6,879","2,657","2,050","1,381","1,216","1,416","1,611","8,499","14,775","3,088","1,973",758,"4,014",597,98,"2,273","1,997","34,953",615,N/A,"12,000",449,"7,863","2,015","1,658","25,006","2,654","6,044",125,"4,072","10,058",334,"2,929","10,677","5,529",402,"1,269",54,"5,910",138251,2017
North Carolina,313834,"4,526","1,401","5,624",747,"22,469","4,021","5,780","1,186","2,183","33,594","16,892","1,463",97,"6,013","4,392",978,"1,590","1,531","3,491","1,014","10,899","7,605","5,404","2,769","1,723","4,394",433,259,"1,758",273,"11,559","1,047","27,031",N/A,571,"11,359","1,260","1,778","12,542",234,"28,508",12,"8,416","14,655",623,524,"27,833","5,896","3,423","1,895",159,"3,011",52666,2017
North Dakota,37315,53,152,564,48,"4,051",995,0,167,0,"1,255",58,292,858,302,74,652,96,26,214,0,95,135,709,"13,844",372,0,"1,071",517,16,0,232,89,247,0,N/A,33,224,716,"1,070",0,546,"1,653",478,"1,678",247,0,434,"1,362",0,861,829,664,5209,2017
Ohio,198929,"2,487",79,"3,143",683,"11,286","3,209","2,478",406,"1,165","15,843","6,133",285,660,"9,676","10,007","1,687","2,169","15,435",823,369,"4,416","3,030","11,424","1,362",573,"2,515",439,619,847,692,"3,252",525,"13,157","7,847",350,N/A,936,854,"15,666",177,"3,714",26,"6,127","12,108","2,100",364,"5,224","2,960","7,343","2,011",248,"3,765",41556,2017
Oklahoma,101961,"1,133","1,004","1,931","6,835","7,174","3,474",99,0,36,"4,233","2,164",129,338,"1,959","1,303","1,301","8,159","1,363","2,393",48,982,248,257,"1,083","1,539","3,209",594,144,801,45,231,"1,899","1,930","1,483",98,"1,143",N/A,841,611,216,797,27,"2,337","32,430",204,37,921,"2,018",0,509,251,386,14449,2017
Oregon,149513,179,"2,808","6,938",526,"50,109","3,185",355,85,60,"3,266","1,308","2,671","4,444","4,110",750,549,"1,298",129,"1,461",204,"1,384",822,"1,642",930,367,"1,637","1,004",368,"2,802",266,475,"1,046","2,491",955,461,874,"1,121",N/A,"1,138",159,415,576,"1,115","7,049","4,103",308,"3,566","26,150",257,"1,370",227,0,25784,2017
Pennsylvania,250120,"1,416",294,"3,266",292,"10,995","2,786","3,937","8,913","3,339","17,094","5,249","1,639",442,"5,047","3,667",592,449,"2,136","1,050","1,156","19,880","6,074","3,312","1,630","1,615",936,71,447,"1,341","1,715","39,487",760,"40,272","8,950",406,"11,234",679,"1,325",N/A,"1,055","4,570",652,"2,249","7,226","1,182","1,853","8,417","3,199","4,128","1,696",0,"7,783",51030,2017
Rhode Island,36850,135,109,101,175,"2,418",425,"3,194",0,0,"4,010",917,59,34,207,247,66,0,0,281,436,259,"11,929",193,0,166,154,423,0,0,492,"2,331",77,"2,273",271,0,99,0,0,497,N/A,202,0,295,980,211,93,"1,643","1,215",0,233,0,306,5743,2017
South Carolina,166573,"2,133",0,"2,380",232,"7,618","1,756","3,427",464,322,"14,723","12,686",298,408,"3,918","2,940",154,826,"2,444","1,606",516,"3,276","2,607","2,673",870,"1,144","3,347",506,523,"1,369","1,013","7,658",524,"11,504","28,542",76,"4,867",689,148,"6,964",284,N/A,82,"4,263","9,001",842,14,"8,778","1,420","3,111","1,627",0,"1,506",18103,2017
South Dakota,26106,144,183,402,83,"3,599","1,284",0,0,0,580,253,531,44,177,0,"2,479",332,0,"1,257",89,306,0,251,"3,510",14,384,217,"2,892",282,28,135,152,345,215,"1,751",111,105,71,34,0,15,N/A,264,"1,156",170,0,364,195,0,974,728,358,6683,2017
Tennessee,191909,"9,523",417,"2,522","5,843","7,879","1,823","2,013",648,322,"19,470","16,865",334,562,"12,376","4,745",334,"1,796","13,138","2,614",586,"1,497","1,109","6,535",978,"8,830","3,819",212,515,854,0,"1,209","1,193","5,413","8,892",0,"5,934","2,680",881,"4,677",47,"2,911",210,N/A,"12,904",652,235,"11,339","1,789",996,"1,426",362,979,23509,2017
Texas,524511,"10,235","3,543","14,875","14,222","63,174","20,023","2,363",297,"1,307","33,740","16,182","6,376","2,536","26,214","9,510","6,086","11,649","6,561","28,700",648,"9,793","5,502","7,030","8,715","11,199","13,881",650,"2,689","7,599",638,"7,460","16,395","20,664","13,288","1,605","13,300","20,573","3,725","12,684",10,"6,123","1,498","11,630",N/A,"9,131",662,"15,436","14,646","1,353","7,443",948,"5,105",215582,2017
Utah,99584,644,660,"8,144",177,"17,020","4,625",283,0,501,"1,044","2,218","1,532","6,742","1,810",829,81,367,"1,068",317,151,"1,127",650,604,"1,716",361,"2,070","2,043",580,"5,948",0,976,"1,781","1,770","1,253","2,184","1,944",919,"4,102",987,0,"1,259",0,972,"6,536",N/A,204,"3,187","5,270",142,"1,064","1,722",0,24643,2017
Vermont,21868,0,203,132,0,"1,246",689,839,14,261,"1,645",80,83,0,"1,317",0,80,61,0,149,624,278,"3,975",352,75,0,0,21,101,301,"1,690",699,60,"2,758",291,0,44,14,344,483,432,87,32,179,485,130,N/A,636,181,48,106,643,125,3118,2017
Virginia,250490,"2,341",736,"2,587","1,184","14,509","4,644","3,368","2,107","10,088","17,864","8,708","4,947",107,"6,515","1,565","1,535","2,771","2,765","2,705","1,135","25,578","3,493","2,991","2,010","1,060","2,657",227,"1,054","1,691","1,310","8,992","2,344","12,614","26,277",222,"4,754","3,453",511,"13,350","1,453","6,923",494,"4,121","15,596","2,123",963,N/A,"5,488","5,294",961,305,"1,318",71815,2017
Washington,260787,"1,605","7,532","11,733","1,074","52,484","8,473","1,310",943,"1,441","10,311","5,375","4,855","9,963","8,848","1,171",867,"2,249",394,"2,401",564,"2,623","3,690","3,834","3,192",245,"2,985","4,593",849,"4,398",405,"3,702","2,156","6,217","6,893","1,249","3,520","3,507","28,013","4,611","1,606","3,920",279,"1,295","14,096","7,603",503,"7,976",N/A,547,"2,106",581,88,61405,2017
West Virginia,40007,239,121,13,0,563,463,41,360,287,"2,635",649,0,119,194,492,182,405,904,157,39,"4,715",197,805,161,346,0,26,287,30,217,534,0,547,"2,944",0,"5,544",186,30,"4,945",91,612,0,"1,266","2,175",456,0,"5,388",469,N/A,173,0,103,2988,2017
Wisconsin,112519,757,389,"1,702",601,"4,741","2,101",282,401,146,"5,505","1,797",279,260,"26,963","2,274","3,018",443,881,"1,047",904,597,654,"4,993","19,873",853,"2,204",445,432,410,190,"1,351",861,"1,337","2,253",575,"2,174",643,708,"2,136",52,857,145,"1,682","5,375","2,141",105,"1,671","2,531",507,N/A,273,"2,541",20492,2017
Wyoming,18511,264,152,220,722,"2,344","4,254",190,240,0,148,0,0,600,163,18,511,107,0,134,0,113,0,93,478,0,286,"1,375",473,359,11,125,7,110,205,357,66,315,151,98,0,0,310,178,979,733,0,843,759,0,20,N/A,0,2403,2017
Puerto Rico,20167,888,5,108,0,"1,567",0,"1,300",301,0,"2,334",374,0,0,171,595,118,0,9,0,0,0,"1,147",96,0,0,779,0,145,0,14,618,0,"3,263",94,0,"1,412",0,0,"1,943",901,209,0,0,"1,235",0,0,541,0,0,0,0,N/A,2889,2017
United States,7552536,"99,892","42,074","192,103","72,033","657,690","193,179","112,914","28,742","59,972","433,452","258,942","64,119","55,772","345,528","137,409","76,999","92,821","103,370","92,190","32,973","186,118","176,873","156,354","121,583","77,509","159,177","31,479","47,456","88,563","45,628","226,830","65,578","450,136","256,563","37,658","212,041","105,685","107,169","257,792","35,606","127,686","29,654","182,813","444,340","85,803","23,693","275,671","192,362","51,476","113,882","27,184","88,676",2091928,2016
Alabama,122220,N/A,576,"1,022",495,"6,611","2,177",566,0,97,"16,631","23,008","1,695",212,"3,707","1,445",671,"1,261","1,590","1,508",151,"1,903",330,"2,195",122,"7,602","2,746",294,33,254,0,812,826,"3,047","6,419",0,"2,694","1,169",498,"1,008",0,"2,952",52,"9,960","7,689",525,0,"3,535",677,42,874,539,335,15119,2016
Alaska,31300,423,N/A,"1,176",65,"3,593","1,401",0,79,0,"1,100","2,208",561,361,715,126,142,"1,831",703,273,147,0,44,133,236,92,281,832,0,534,32,270,198,910,714,58,100,806,"1,301",574,0,281,370,243,"1,675",725,86,462,"4,888",0,260,291,848,5361,2016
Arizona,273257,894,"1,946",N/A,"1,205","64,756","11,895","1,596",420,276,"9,306","4,242","2,339","2,775","13,387","5,443","2,649","3,383","1,105",679,355,"1,467","4,028","6,525","5,461",568,"3,708","2,414","1,312","7,350",224,"3,971","9,453","3,029","4,605","1,662","3,839","7,494","9,279","4,651",51,"1,768","2,408","1,834","14,923","9,979",817,"8,809","13,897","1,419","6,736",925,"1,462",52136,2016
Arkansas,71083,"2,057",103,836,N/A,"4,026","3,459",186,0,69,"1,351","2,683",241,0,"2,594",335,"1,115",979,"1,356","3,530",178,319,302,928,449,"3,699","6,911",36,"1,411","1,194",0,250,225,590,939,39,192,"5,773",389,"1,146",0,70,0,"2,635","13,487",619,0,"1,333","2,257",75,539,178,857,8194,2016
California,514758,"3,045","4,206","33,757","4,282",N/A,"22,540","2,932","1,372","6,319","25,354","14,663","14,239","3,598","21,539","7,073","3,826","3,293","4,206","4,933","2,513","10,637","14,062","11,442","10,897","3,174","7,580","1,272","1,876","24,656",889,"11,988","8,087","40,877","14,268","2,664","9,652","6,023","18,919","13,090","2,265","5,137","1,333","6,158","39,109","11,114",400,"14,348","27,973","1,150","7,354","2,674","1,102",332197,2016
Colorado,223260,"2,328","1,698","13,015",808,"26,909",N/A,"2,882",0,"1,360","13,546","6,128","2,795","1,565","11,369","2,672","3,243","4,634","1,736","3,361",390,"3,467","2,196","4,285","3,725","1,319","6,246","1,334","3,050","4,366","1,360","2,731","5,073","8,612","6,059","1,801","3,674","3,828","3,473","4,586",63,"1,945","1,735","4,035","20,725","3,642",647,"7,148","4,487",309,"3,243","3,657",751,31524,2016
Connecticut,75586,"1,102",331,309,960,"3,979",562,N/A,0,433,"4,629","1,129",449,0,"1,733",488,162,329,43,330,941,"1,716","8,519",614,780,0,248,0,0,34,750,"4,496",0,"22,160","1,651",64,"1,124",45,62,"3,427","3,255","1,054",0,394,"2,679",0,"1,131","2,320",631,286,237,0,"3,066",22748,2016
Delaware,33400,148,80,22,0,598,106,"1,263",N/A,113,708,293,68,30,953,26,0,0,36,0,116,"6,985",509,11,0,105,230,94,0,27,0,"5,656",0,"2,218",338,0,272,0,0,"10,139",0,212,23,34,515,0,112,"1,021",181,158,0,0,666,5081,2016
District of Columbia,58154,140,77,744,0,"3,908",531,"1,225",278,N/A,"2,717","1,105",103,0,"2,418",957,218,0,233,197,118,"12,778","1,974",922,542,224,566,17,190,356,168,"1,494",1,"4,762","1,367",83,659,122,125,"2,468",268,382,0,452,"2,213",249,0,"9,847",418,296,242,0,351,10668,2016
Florida,605018,"11,353","1,852","10,312","4,136","28,420","9,880","15,285","3,143","1,752",N/A,"39,578","1,326",885,"23,319","14,370","6,630","2,392","8,588","5,375","2,859","17,648","19,882","19,530","6,778","6,621","11,656",677,"1,870","4,273","5,292","33,966","3,091","60,472","28,726","1,127","29,655","3,124","1,258","30,258","4,894","15,904",535,"18,647","31,153","3,531","1,627","29,485","6,152","3,979","11,298",454,"24,132",207589,2016
Georgia,305040,"18,276","1,287","3,901","2,388","18,948","3,337","6,077","1,294","1,473","44,846",N/A,768,935,"7,630","1,872","2,123","2,003","4,049","6,951",815,"6,600","5,727","4,744","3,166","5,796","3,775",294,566,900,577,"5,201","1,188","24,772","17,750",436,"11,319","1,932","2,212","8,370",399,"11,199",336,"20,161","19,994",923,730,"11,597","3,270",838,"1,273",22,"2,626",66270,2016
Hawaii,57229,"1,182",672,"1,852",155,"13,047","1,643",269,54,458,"2,113","2,487",N/A,94,"2,301",930,50,706,265,305,0,"1,098",487,379,464,48,204,282,190,"1,491",0,723,841,"1,654","2,395",0,602,0,883,836,340,"2,528",0,"1,582","4,485",589,83,"2,033","4,355",20,54,0,0,16355,2016
Idaho,71556,0,"1,638","4,322",341,"17,019","3,072",49,0,0,"1,356",458,"1,113",N/A,757,158,480,133,188,379,200,281,423,382,426,0,390,"1,425",65,"3,300",46,284,"1,508",671,"2,116",708,381,178,"2,836","1,062",0,93,142,60,"2,606","7,405",0,401,"9,303",122,249,"3,030",0,8455,2016
Illinois,203713,"2,022",578,"5,251","1,288","15,163","3,257","1,297",205,"1,083","13,021","6,739",627,724,N/A,"15,203","9,541","2,683","3,791","1,219",180,"2,140","3,651","8,176","3,566","1,608","16,251",530,"1,214","1,476",741,"2,733",309,"7,566","4,379",372,"7,260",732,"1,025","3,809",358,954,447,"6,928","13,290","1,211",919,"7,822","3,628",880,"15,595",271,"1,793",64093,2016
Indiana,145782,"1,133",495,"1,185","1,308","6,970","1,513",884,401,64,"10,994","4,503","1,426",217,"29,883",N/A,"1,496","1,520","9,978",584,712,"1,521",926,"8,950","1,989","1,568","2,363",0,108,480,575,"4,923",645,"2,583","4,496",498,"13,303",645,"1,386","2,165",0,"1,630",0,"2,979","9,403",254,119,"3,188","1,203",156,"2,460",0,34,26753,2016
Iowa,78263,395,662,"1,556",315,"2,380","3,478",60,0,14,"1,749",866,30,566,"14,948","1,876",N/A,"1,871","1,255",573,410,538,170,944,"7,633",594,"6,509",301,"6,812",702,77,"1,028",412,807,"1,755","1,008","1,261",754,16,710,25,138,"1,192","1,256","3,437",496,137,663,"1,662",203,"3,848",171,12,12827,2016
Kansas,88830,879,291,"2,664","1,526","4,526","5,355",0,0,94,"2,944","2,403",245,97,"2,545",735,"2,467",N/A,525,402,0,672,"1,237",152,"1,192",251,"22,577",683,"2,821",247,0,900,401,"2,807","1,625",373,735,"5,607",570,465,384,176,584,"1,754","10,102",845,71,"1,812","1,885",0,125,79,308,16879,2016
Kentucky,113238,"2,272",361,"1,177",756,"6,594","2,721",329,0,0,"9,255","4,845",103,0,"6,394","10,990",709,"1,503",N/A,"1,358",411,"1,087",530,"3,005",947,"1,710","2,379",30,103,695,679,572,101,"3,404","3,557",282,"13,426",600,285,"2,084",0,"1,375",318,"12,132","5,585",874,0,"3,145",313,"2,929","1,313",0,"2,194",17266,2016
Louisiana,85371,"5,658",359,857,"1,471","4,654","2,529",192,0,54,"3,597","3,280",292,464,"2,556",270,"1,315","1,497",276,N/A,35,248,"1,024","1,026",415,"8,208","1,005",606,145,112,0,552,158,"1,882","4,565",0,"1,373","1,807",607,965,170,992,118,"2,184","21,925",280,122,"2,548","1,516",586,714,162,186,15485,2016
Maine,38590,471,7,257,0,"1,315",407,"1,664",26,162,"2,967",248,579,13,448,114,473,41,429,118,N/A,332,"7,799",256,224,0,"1,163",26,0,0,"5,649","1,888",160,"1,896","1,042",429,236,143,188,986,"1,150",345,0,461,610,589,661,"1,276",907,107,328,0,0,4590,2016
Maryland,158647,"1,241",53,940,349,"6,348","2,210",707,"5,674","19,754","10,887","6,942","1,595",108,"1,193",468,326,655,701,406,281,N/A,"2,559","2,149",661,"1,246",515,65,427,512,61,"7,411","1,416","11,622","7,845",62,"4,295",382,522,"13,462",928,"1,651",198,"2,288","5,229",387,347,"23,926","2,176","4,744",723,0,"1,214",42417,2016
Massachusetts,149408,681,115,"2,511",388,"12,831","3,046","11,229",308,"1,398","11,295","2,517",457,96,"6,227","1,282",378,"1,021",689,890,"3,360","2,836",N/A,"1,629",561,50,"1,259",0,598,355,"10,579","5,980",799,"21,876","3,661",0,"2,259","1,180",699,"7,188","9,776","1,720",137,780,"3,446",524,"3,226","4,166","1,463",292,"1,484",166,"4,448",68400,2016
Michigan,155874,"2,287",285,"4,061",806,"8,001","2,120",912,286,642,"14,302","6,090",410,"2,441","13,818","10,775",613,669,"2,351",643,444,"2,091","2,604",N/A,"2,661","2,885","3,217","1,156",963,"1,742",384,"2,295",85,"6,627","5,848",120,"16,222",984,743,"3,144",447,"2,129",80,"5,154","10,484",718,424,"1,989","1,849",435,"5,058","1,380","1,030",53533,2016
Minnesota,111307,115,334,"4,475",484,"6,232","4,691",407,65,239,"2,999","2,468",393,407,"9,753","1,769","5,329","2,295",491,488,115,730,"1,141","2,240",N/A,137,"2,321",541,"1,973",561,175,417,255,"1,626","1,307","10,745","2,570","1,542","1,060","1,180",0,403,"5,127","1,393","4,849","1,828",40,"1,071","2,666",331,"18,683",846,60,29857,2016
Mississippi,64639,"5,125",0,544,"3,244","4,317",441,101,0,182,"4,046","2,150",389,908,"3,383",814,163,203,"1,623","5,777",0,519,58,"1,298",81,N/A,"1,034",29,721,465,82,199,155,570,"2,485",24,"1,204",765,617,737,12,"1,129",0,"10,017","4,046",48,0,"1,230","1,989",260,"1,455",0,910,4942,2016
Missouri,162809,"2,283","1,288","2,958","8,523","7,037","4,960",445,651,266,"5,881","3,902",508,535,"25,906","2,622","5,799","19,812","2,895","2,873",221,"1,244",688,"4,371","1,893","2,988",N/A,0,"2,764","1,194",142,630,"1,045","2,519","1,802",815,"3,333","4,221","1,734","3,053",117,"2,490",838,"4,026","11,488","1,272",61,"2,918","2,916",514,"1,828",540,684,20836,2016
Montana,37775,296,608,"1,416",340,"5,173","2,521",69,0,0,714,390,18,"1,744","1,171",284,114,240,43,285,11,750,77,234,"2,089",359,158,N/A,115,979,21,0,694,142,350,"1,378",174,919,"1,636",428,0,288,160,138,"2,177","1,343",114,0,"5,132",110,939,"1,434",0,3491,2016
Nebraska,51448,227,549,"1,264",568,"3,661","5,557","1,269",46,70,"2,364",861,155,442,"2,415",381,"5,863","3,393",182,126,22,669,143,660,"1,656",455,"2,193",164,N/A,589,255,852,386,585,466,676,297,751,314,483,988,502,"1,617",270,"2,702","1,064",0,935,812,45,223,"1,281",0,10266,2016
Nevada,117899,394,562,"5,741",534,"45,482","3,293",499,97,0,"4,997","2,474","6,067","1,013","2,963",835,737,727,"1,268",714,493,258,391,"2,272","1,320",138,"1,151",664,492,N/A,221,"2,467","1,406","4,742","1,268",333,"1,074",221,906,"1,016",218,"1,310",777,"1,189","3,343","3,260",37,"1,307","4,639",14,889,"1,686",399,13716,2016
New Hampshire,52457,174,740,678,0,953,"1,008","2,435",0,83,"2,128","1,174",360,125,144,197,237,317,0,29,"3,353",647,"21,063",409,247,368,364,32,90,398,N/A,396,0,"3,869","1,113",0,416,67,0,"1,799",932,0,0,95,"1,527",613,"2,789",696,11,297,84,0,202,6771,2016
New Jersey,144359,48,299,"1,013",137,"8,239","1,364","3,884","1,809",736,"10,399","2,985",551,0,"1,633","1,147",110,560,138,567,483,"5,168","3,458","1,445",508,267,"1,410",479,290,365,112,N/A,141,"48,558","3,436",263,"2,166",285,192,"23,566",129,"1,520",318,"1,608","5,554",104,360,"5,341",534,350,330,0,"3,694",65699,2016
New Mexico,64802,732,749,"7,350",552,"4,939","4,293",305,308,105,"2,411",894,429,382,452,324,105,292,338,469,353,"1,546",482,"1,390",811,0,"1,700",170,0,"1,319",629,397,N/A,"1,638",987,0,869,"1,022",884,"1,748",3,585,10,"1,723","17,155",625,0,801,"1,843",153,332,198,92,10459,2016
New York,260723,402,421,"4,971",755,"22,626","3,463","16,339","1,069","3,042","23,515","5,180","1,534",573,"8,949","2,462",375,479,"1,688","2,095","1,596","8,332","17,877","3,551","1,309",802,"2,918",132,181,435,"2,044","33,747",665,N/A,"9,471",306,"6,648","1,396","2,506","22,933","1,006","4,716",159,"3,661","9,368","1,068","3,895","10,761","4,929","1,503","2,787",83,"7,385",158217,2016
North Carolina,330896,"3,491","2,059","3,539","1,135","17,653","4,285","7,425",955,"1,737","32,234","24,882","1,365","1,267","8,568","4,211",480,"2,245","3,409","2,562","1,324","9,671","5,116","6,818","1,782","1,509","4,563",139,164,"2,111","1,548","11,706",462,"29,702",N/A,668,"9,665","2,997","1,263","13,506",897,"32,088",743,"8,233","11,981","1,271",608,"35,641","4,751","3,722","2,600",145,"1,631",48597,2016
North Dakota,29655,193,151,681,144,"1,797",500,34,0,0,230,196,16,513,631,132,149,181,86,249,0,0,62,369,"11,684",422,563,"1,307",922,183,385,576,144,133,162,N/A,174,339,347,28,0,0,"2,377",177,"1,378",38,0,251,709,144,556,342,"1,049",3666,2016
Ohio,195396,"3,101",169,"2,620",873,"11,777","3,265","1,340",452,784,"15,087","3,987",771,31,"12,463","11,578",389,"1,622","10,952","2,017",509,"2,611","2,462","13,107","2,793",605,"2,206",617,410,"2,132","1,068","4,520",551,"9,518","8,822",292,N/A,"2,210","1,483","14,425",667,"2,487",217,"7,805","8,712","1,622",435,"5,844","3,423","8,726","1,660",179,"3,059",45422,2016
Oklahoma,102000,176,328,"1,912","7,396","11,302","3,698",391,185,254,"3,155","2,542",385,595,"3,007","1,087","1,283","6,048","1,331","1,484",82,569,205,"1,577",528,865,"5,253",481,145,627,393,424,"1,011","2,051","1,909",212,"1,282",N/A,635,"1,405",0,"1,108",194,"1,309","28,060",783,61,"1,312","1,658",174,829,299,272,14228,2016
Oregon,139334,167,549,"4,932",921,"43,804","3,625","1,127",159,606,"3,172",906,"3,302","4,576","2,245","1,052",215,"1,748",997,769,419,"1,678",817,993,724,235,"1,194","2,827",644,"1,631",0,978,"2,463","2,899","2,142",402,"1,421","2,185",N/A,"1,958",156,531,608,"1,168","5,377","3,246",158,"2,141","24,207",140,557,563,0,27037,2016
Pennsylvania,252060,"1,978",820,"2,076",979,"12,381","3,434","6,629","5,168","1,908","12,938","5,206",588,629,"5,341","1,559",936,"1,154","1,487",513,770,"19,747","8,352","2,283","1,557",399,"1,363",171,"1,063",803,"1,259","40,118",675,"40,208","9,251",106,"10,700","1,130","2,511",N/A,"1,204","1,582",162,"2,746","12,497","2,014",604,"12,785","3,772","3,979","2,337",188,"7,005",61464,2016
Rhode Island,32800,53,0,360,91,"1,484",421,"4,252",23,177,"2,778",390,17,0,621,0,307,0,41,0,209,623,"9,077",696,141,135,87,84,196,97,923,631,0,"2,631",812,113,318,58,90,900,N/A,348,121,581,"1,079",60,337,714,399,0,325,0,40,7552,2016
South Carolina,165230,"2,823",411,"1,708",581,"4,846","1,947","2,941",146,"1,552","13,371","16,234",858,47,"4,512","2,816",165,965,"1,312","1,495",779,"6,900","3,027","3,206",621,760,"1,168",215,90,180,"1,143","3,664",139,"10,230","30,447",595,"6,634","1,192",663,"7,865",708,N/A,590,"3,709","7,373",424,0,"8,081","1,943","2,403","1,243",508,595,18340,2016
South Dakota,31789,0,346,732,18,"2,929",820,0,0,0,758,128,0,108,757,844,"2,887","1,123",52,127,0,26,271,145,"4,991",125,500,468,"1,803",98,0,0,389,89,100,"1,858",788,23,236,147,448,0,N/A,147,"1,946",662,0,720,976,131,"1,026","2,047",0,4034,2016
Tennessee,170867,"7,683","1,141","1,449","5,583","7,996","1,692","2,042",185,295,"14,926","16,367","1,397",219,"9,737","6,736",646,"1,597","12,562","2,004","2,799",794,"2,130","3,954","2,484","8,739","3,287",662,216,274,340,"1,659",159,"4,905","5,933",61,"7,210","1,486",647,"2,723",0,"2,173",207,N/A,"11,827",181,309,"6,681","2,187","1,249","1,309",25,667,22421,2016
Texas,531996,"6,915","2,257","20,322","11,986","69,945","21,596","1,834","2,012","1,624","31,145","16,174","3,630","2,668","21,848","10,084","6,600","10,670","7,090","27,998","1,544","7,112","5,636","10,036","6,795","8,825","13,946","1,974","6,201","6,499","1,542","8,723","13,041","18,209","12,463","2,026","9,363","30,532","3,704","11,769","1,361","7,969",860,"15,565",N/A,"9,082",252,"19,660","14,335",915,"4,927",732,"9,246",224913,2016
Utah,107083,125,"2,350","9,140","1,136","23,034","3,615","1,024",184,490,"2,707","1,541","1,516","9,520","1,440","1,349",373,510,"1,142",878,63,812,390,"1,340",811,186,"2,103","1,637",523,"5,181",0,702,871,"2,511","1,921","1,266",833,"1,194","2,790","1,992",0,766,795,964,"7,467",N/A,221,"1,392","5,074",51,398,755,59,24633,2016
Vermont,21262,0,0,337,0,"1,018",350,"1,076",29,62,876,14,41,0,187,3,82,0,66,0,988,540,"3,731",59,7,0,45,0,0,0,"3,285","1,393",60,"3,186",331,41,118,0,395,"1,449",262,38,619,6,7,77,N/A,242,165,23,54,0,0,1967,2016
Virginia,264164,"2,424","1,624","3,584",519,"17,473","3,269","5,158","1,382","8,692","19,439","6,319","3,548",148,"7,719","2,276",229,771,"4,959","2,296","1,232","28,394","5,442","4,722","1,194",891,"2,786",106,"1,950","2,305",641,"7,715","2,067","14,827","22,598",80,"7,689","3,693",904,"14,122","1,270","8,354",142,"7,491","15,873","1,507",872,N/A,"4,925","6,618","1,877",48,"2,001",75765,2016
Washington,257728,"1,465","5,374","12,801",823,"51,485","13,012","1,309",277,748,"9,093","2,804","4,497","11,619","7,422","1,296",784,"2,568","2,042","1,109",266,"2,733","4,715","4,472","4,153",689,"3,327","4,707","1,428","3,551",785,"3,287","2,232","7,083","7,250","2,021","2,834","2,041","32,384","1,556",373,"1,374","1,156","3,672","16,005","5,404",743,"3,834",N/A,319,"1,940",866,480,59969,2016
West Virginia,47196,284,11,57,195,"1,095",464,631,0,490,"1,992","1,650",0,48,354,343,64,205,"1,654",357,597,"7,100",21,572,0,152,123,39,0,293,135,481,81,"1,320","2,419",134,"7,281",12,0,"6,226",0,435,124,"1,903","1,345",179,0,"6,114",216,N/A,0,0,112,3630,2016
Wisconsin,118814,966,738,"3,364","1,397","6,830","4,129",344,0,215,"5,242",708,323,"1,400","31,323","3,481","3,383",401,992,745,63,574,"1,058","5,433","18,036",90,"1,619",159,469,"1,126",417,521,710,"1,484","1,152",614,"2,129","1,404","1,383","1,525",81,518,872,"1,096","4,526","1,237",138,"2,235","1,634",110,N/A,420,"1,619",18164,2016
Wyoming,26471,265,524,352,77,"1,586","4,227",0,0,0,187,1,0,"1,074",150,119,568,291,437,150,66,7,0,325,473,0,16,"1,307",852,111,0,503,799,57,46,843,318,672,609,"2,660",1,337,853,10,"1,914","1,312",0,90,"1,426",169,687,N/A,0,1932,2016
Puerto Rico,21196,49,0,188,109,200,40,580,259,0,"4,548",206,63,0,802,0,0,0,433,96,0,164,"3,060",206,0,0,0,0,0,0,46,"1,451",0,"3,416",42,0,0,20,0,"3,296",0,163,0,143,"1,008",0,0,67,368,0,173,0,N/A,3479,2016
United States,7530129,"100,809","40,552","184,476","76,673","643,710","182,945","103,343","30,881","64,736","445,320","249,302","60,459","55,885","337,592","141,616","81,054","99,652","109,026","100,167","37,053","181,803","174,793","180,337","127,471","81,358","155,529","32,620","53,210","99,409","41,885","227,380","68,415","448,855","237,206","31,867","213,236","98,771","109,240","262,887","29,918","134,555","25,769","176,961","445,343","84,071","22,135","268,593","178,528","51,953","109,243","31,537","89,000",1976216,2015
